location_type,country,state,location_name,quarter,from_date,to_date,transaction_category,payment_type,transaction_count,transaction_amount,transaction_amount_crores,avg_transaction_value
state,India,Karnataka,Karnataka,Q3 2023,01/07/23,28/09/23,Peer-to-peer payments,TOTAL,733741628,2.26734E+12,226734.2578,3090.110322
state,India,Karnataka,Karnataka,Q3 2023,01/07/23,28/09/23,Recharge & bill payments,TOTAL,131971913,96428751649,9642.875165,730.6763194
state,India,Karnataka,Karnataka,Q3 2023,01/07/23,28/09/23,Financial Services,TOTAL,680721,1117575810,111.757581,1641.753097
state,India,Karnataka,Karnataka,Q3 2023,01/07/23,28/09/23,Others,TOTAL,780364,730906598,73.0906598,936.6226505
state,India,Karnataka,Karnataka,Q4 2023,01/10/23,28/12/23,Merchant payments,TOTAL,1631321006,6.77686E+11,67768.61598,415.4217087
state,India,Karnataka,Karnataka,Q4 2023,01/10/23,28/12/23,Peer-to-peer payments,TOTAL,796407425,2.45691E+12,245691.2814,3084.994861
state,India,Karnataka,Karnataka,Q4 2023,01/10/23,28/12/23,Recharge & bill payments,TOTAL,135125785,1.04794E+11,10479.3796,775.5277503
state,India,Karnataka,Karnataka,Q4 2023,01/10/23,28/12/23,Financial Services,TOTAL,807597,1266275950,126.627595,1567.955243
state,India,Karnataka,Karnataka,Q4 2023,01/10/23,28/12/23,Others,TOTAL,772351,717378908,71.7378908,928.8249876
state,India,Karnataka,Karnataka,Q1 2024,01/01/24,28/03/24,Merchant payments,TOTAL,1799287261,7.31644E+11,73164.37808,406.6297787
state,India,Karnataka,Karnataka,Q1 2024,01/01/24,28/03/24,Peer-to-peer payments,TOTAL,854761954,2.64189E+12,264188.7054,3090.786905
state,India,Karnataka,Karnataka,Q1 2024,01/01/24,28/03/24,Recharge & bill payments,TOTAL,140813576,1.09551E+11,10955.14182,777.9890358
state,India,Karnataka,Karnataka,Q1 2024,01/01/24,28/03/24,Financial Services,TOTAL,829562,1475873231,147.5873231,1779.099369
state,India,Karnataka,Karnataka,Q1 2024,01/01/24,28/03/24,Others,TOTAL,746802,690527871,69.0527871,924.6465208
state,India,Karnataka,Karnataka,Q2 2024,01/04/24,28/06/24,Merchant payments,TOTAL,1981595688,8.34831E+11,83483.11118,421.2923538
state,India,Karnataka,Karnataka,Q2 2024,01/04/24,28/06/24,Peer-to-peer payments,TOTAL,911150664,2.83542E+12,283542.3596,3111.915194
state,India,Karnataka,Karnataka,Q2 2024,01/04/24,28/06/24,Recharge & bill payments,TOTAL,147578134,1.12151E+11,11215.08819,759.9424037
state,India,Karnataka,Karnataka,Q2 2024,01/04/24,28/06/24,Financial Services,TOTAL,951013,1832353796,183.2353796,1926.738957
state,India,Karnataka,Karnataka,Q2 2024,01/04/24,28/06/24,Others,TOTAL,737349,796760344,79.6760344,1080.574252
state,India,Karnataka,Karnataka,Q3 2024,01/07/24,28/09/24,Merchant payments,TOTAL,2128123870,8.72672E+11,87267.16957,410.0662128
state,India,Karnataka,Karnataka,Q3 2024,01/07/24,28/09/24,Peer-to-peer payments,TOTAL,985664231,2.91445E+12,291444.6696,2956.835203
state,India,Karnataka,Karnataka,Q3 2024,01/07/24,28/09/24,Recharge & bill payments,TOTAL,145576983,1.17043E+11,11704.26902,803.9917288
state,India,Karnataka,Karnataka,Q3 2024,01/07/24,28/09/24,Financial Services,TOTAL,1113824,2184402210,218.440221,1961.173588
state,India,Karnataka,Karnataka,Q3 2024,01/07/24,28/09/24,Others,TOTAL,655187,857082241,85.7082241,1308.149034
state,India,Karnataka,Karnataka,Q4 2024,01/10/24,28/12/24,Merchant payments,TOTAL,2266169258,9.35053E+11,93505.29154,412.6138911
state,India,Karnataka,Karnataka,Q4 2024,01/10/24,28/12/24,Peer-to-peer payments,TOTAL,1039723999,3.09567E+12,309566.6288,2977.392357
state,India,Karnataka,Karnataka,Q4 2024,01/10/24,28/12/24,Recharge & bill payments,TOTAL,145556961,1.17912E+11,11791.16173,810.0719918
state,India,Karnataka,Karnataka,Q4 2024,01/10/24,28/12/24,Financial Services,TOTAL,2955462,2231437254,223.1437254,755.0214667
state,India,Karnataka,Karnataka,Q4 2024,01/10/24,28/12/24,Others,TOTAL,650744,957545420,95.754542,1471.462541
state,India,Kerala,Kerala,Q1 2018,01/01/18,28/03/18,Recharge & bill payments,TOTAL,988774,157311821.4,15.73118214,159.0978539
state,India,Kerala,Kerala,Q1 2018,01/01/18,28/03/18,Peer-to-peer payments,TOTAL,600205,2107288314,210.7288314,3510.947617
state,India,Kerala,Kerala,Q1 2018,01/01/18,28/03/18,Merchant payments,TOTAL,72164,82919383.05,8.291938305,1149.040838
state,India,Kerala,Kerala,Q1 2018,01/01/18,28/03/18,Financial Services,TOTAL,40170,7957491.902,0.79574919,198.0953921
state,India,Kerala,Kerala,Q1 2018,01/01/18,28/03/18,Others,TOTAL,70067,47197742.47,4.719774247,673.6087241
state,India,Kerala,Kerala,Q2 2018,01/04/18,28/06/18,Recharge & bill payments,TOTAL,1230869,248080143.3,24.80801433,201.5487783
state,India,Kerala,Kerala,Q2 2018,01/04/18,28/06/18,Peer-to-peer payments,TOTAL,848291,3436199589,343.6199589,4050.732106
state,India,Kerala,Kerala,Q2 2018,01/04/18,28/06/18,Merchant payments,TOTAL,131217,144501582,14.4501582,1101.241318
state,India,Kerala,Kerala,Q2 2018,01/04/18,28/06/18,Financial Services,TOTAL,41100,12355589.34,1.235558934,300.6226118
state,India,Kerala,Kerala,Q2 2018,01/04/18,28/06/18,Others,TOTAL,56688,45786439.72,4.578643972,807.6919228
state,India,Kerala,Kerala,Q3 2018,01/07/18,28/09/18,Peer-to-peer payments,TOTAL,1425259,4823239268,482.3239268,3384.114233
state,India,Kerala,Kerala,Q3 2018,01/07/18,28/09/18,Recharge & bill payments,TOTAL,1407588,296352497.3,29.63524973,210.5392326
state,India,Kerala,Kerala,Q3 2018,01/07/18,28/09/18,Merchant payments,TOTAL,210974,160705488.6,16.07054886,761.7312494
state,India,Kerala,Kerala,Q3 2018,01/07/18,28/09/18,Financial Services,TOTAL,37286,6170643.388,0.617064339,165.4949147
state,India,Kerala,Kerala,Q3 2018,01/07/18,28/09/18,Others,TOTAL,53241,36557326.26,3.655732626,686.6386106
state,India,Kerala,Kerala,Q4 2018,01/10/18,28/12/18,Peer-to-peer payments,TOTAL,2073960,6959805155,695.9805155,3355.804912
state,India,Kerala,Kerala,Q4 2018,01/10/18,28/12/18,Recharge & bill payments,TOTAL,1679897,351296525.3,35.12965253,209.1178955
state,India,Kerala,Kerala,Q4 2018,01/10/18,28/12/18,Merchant payments,TOTAL,417114,378857199.6,37.88571996,908.2821474
state,India,Kerala,Kerala,Q4 2018,01/10/18,28/12/18,Financial Services,TOTAL,75084,10063656.73,1.006365673,134.0319739
state,India,Kerala,Kerala,Q4 2018,01/10/18,28/12/18,Others,TOTAL,64599,47338700.57,4.733870057,732.8085662
state,India,Kerala,Kerala,Q1 2019,01/01/19,28/03/19,Peer-to-peer payments,TOTAL,3601116,9314451112,931.4451112,2586.545702
state,India,Kerala,Kerala,Q1 2019,01/01/19,28/03/19,Recharge & bill payments,TOTAL,2180915,498453895.9,49.84538959,228.5526469
state,India,Kerala,Kerala,Q1 2019,01/01/19,28/03/19,Merchant payments,TOTAL,550707,371997848.2,37.19978482,675.4914105
state,India,Kerala,Kerala,Q1 2019,01/01/19,28/03/19,Financial Services,TOTAL,77652,7808573.898,0.78085739,100.5585677
state,India,Kerala,Kerala,Q1 2019,01/01/19,28/03/19,Others,TOTAL,58649,42319704.72,4.231970472,721.5758959
state,India,Kerala,Kerala,Q2 2019,01/04/19,28/06/19,Peer-to-peer payments,TOTAL,3519528,11630623424,1163.062342,3304.597498
state,India,Kerala,Kerala,Q2 2019,01/04/19,28/06/19,Recharge & bill payments,TOTAL,2711299,768892057.8,76.88920578,283.5880727
state,India,Kerala,Kerala,Q2 2019,01/04/19,28/06/19,Merchant payments,TOTAL,937130,569545843,56.9545843,607.7554267
state,India,Kerala,Kerala,Q2 2019,01/04/19,28/06/19,Financial Services,TOTAL,38869,5823291.623,0.582329162,149.818406
state,India,Kerala,Kerala,Q2 2019,01/04/19,28/06/19,Others,TOTAL,77000,56486944.63,5.648694463,733.5966835
state,India,Kerala,Kerala,Q3 2019,01/07/19,28/09/19,Peer-to-peer payments,TOTAL,4181954,14433990011,1443.399001,3451.494209
state,India,Kerala,Kerala,Q3 2019,01/07/19,28/09/19,Recharge & bill payments,TOTAL,3431236,1051007778,105.1007778,306.3058846
state,India,Kerala,Kerala,Q3 2019,01/07/19,28/09/19,Merchant payments,TOTAL,1497029,879510566.1,87.95105661,587.504027
state,India,Kerala,Kerala,Q3 2019,01/07/19,28/09/19,Financial Services,TOTAL,96130,8910528.723,0.891052872,92.69248646
state,India,Kerala,Kerala,Q3 2019,01/07/19,28/09/19,Others,TOTAL,79747,56390837.6,5.63908376,707.1217425
state,India,Kerala,Kerala,Q4 2019,01/10/19,28/12/19,Peer-to-peer payments,TOTAL,5859068,18537483865,1853.748387,3163.896351
state,India,Kerala,Kerala,Q4 2019,01/10/19,28/12/19,Recharge & bill payments,TOTAL,4097032,1287955352,128.7955352,314.3630198
state,India,Kerala,Kerala,Q4 2019,01/10/19,28/12/19,Merchant payments,TOTAL,2418428,1268704040,126.870404,524.5986402
state,India,Kerala,Kerala,Q4 2019,01/10/19,28/12/19,Financial Services,TOTAL,50728,10816332.76,1.081633276,213.2221408
state,India,Kerala,Kerala,Q4 2019,01/10/19,28/12/19,Others,TOTAL,73381,46367047.83,4.636704783,631.8672113
state,India,Kerala,Kerala,Q1 2020,01/01/20,28/03/20,Peer-to-peer payments,TOTAL,6634439,22862907702,2286.29077,3446.095096
state,India,Kerala,Kerala,Q1 2020,01/01/20,28/03/20,Recharge & bill payments,TOTAL,5507580,1716538277,171.6538277,311.668333
state,India,Kerala,Kerala,Q1 2020,01/01/20,28/03/20,Merchant payments,TOTAL,3485036,1810329140,181.032914,519.4578019
state,India,Kerala,Kerala,Q1 2020,01/01/20,28/03/20,Financial Services,TOTAL,38050,17160614.59,1.716061459,451.0016976
state,India,Kerala,Kerala,Q1 2020,01/01/20,28/03/20,Others,TOTAL,68417,44149097.18,4.414909718,645.294257
state,India,Kerala,Kerala,Q2 2020,01/04/20,28/06/20,Recharge & bill payments,TOTAL,7709714,2452435029,245.2435029,318.0967581
state,India,Kerala,Kerala,Q2 2020,01/04/20,28/06/20,Peer-to-peer payments,TOTAL,5603046,21309983655,2130.998365,3803.285508
state,India,Kerala,Kerala,Q2 2020,01/04/20,28/06/20,Merchant payments,TOTAL,2888260,2075701451,207.5701451,718.6684895
state,India,Kerala,Kerala,Q2 2020,01/04/20,28/06/20,Financial Services,TOTAL,40501,32921115.85,3.292111585,812.8469876
state,India,Kerala,Kerala,Q2 2020,01/04/20,28/06/20,Others,TOTAL,46446,23037227.73,2.303722773,496.0002525
state,India,Kerala,Kerala,Q3 2020,01/07/20,28/09/20,Peer-to-peer payments,TOTAL,8590587,33346812214,3334.681221,3881.785053
state,India,Kerala,Kerala,Q3 2020,01/07/20,28/09/20,Recharge & bill payments,TOTAL,7932950,2688361345,268.8361345,338.8854518
state,India,Kerala,Kerala,Q3 2020,01/07/20,28/09/20,Merchant payments,TOTAL,5065205,4016995194,401.6995194,793.0567852
state,India,Kerala,Kerala,Q3 2020,01/07/20,28/09/20,Financial Services,TOTAL,94130,76828720.82,7.682872082,816.1980328
state,India,Kerala,Kerala,Q3 2020,01/07/20,28/09/20,Others,TOTAL,75808,35153178.52,3.515317852,463.7133089
state,India,Kerala,Kerala,Q4 2020,01/10/20,28/12/20,Peer-to-peer payments,TOTAL,12941135,45686395928,4568.639593,3530.323726
state,India,Kerala,Kerala,Q4 2020,01/10/20,28/12/20,Merchant payments,TOTAL,10990709,7695667407,769.5667407,700.1975402
state,India,Kerala,Kerala,Q4 2020,01/10/20,28/12/20,Recharge & bill payments,TOTAL,9167428,3238199948,323.8199948,353.2288388
state,India,Kerala,Kerala,Q4 2020,01/10/20,28/12/20,Financial Services,TOTAL,73833,69202344.44,6.920234444,937.2820343
state,India,Kerala,Kerala,Q4 2020,01/10/20,28/12/20,Others,TOTAL,115082,65791020.58,6.579102058,571.6881926
state,India,Kerala,Kerala,Q1 2021,01/01/21,28/03/21,Peer-to-peer payments,TOTAL,16209203,55336812493,5533.681249,3413.913225
state,India,Kerala,Kerala,Q1 2021,01/01/21,28/03/21,Merchant payments,TOTAL,16105923,10058436408,1005.843641,624.5178502
state,India,Kerala,Kerala,Q1 2021,01/01/21,28/03/21,Recharge & bill payments,TOTAL,9837385,3732534739,373.2534739,379.4234686
state,India,Kerala,Kerala,Q1 2021,01/01/21,28/03/21,Financial Services,TOTAL,68012,69655547.76,6.965554776,1024.165556
state,India,Kerala,Kerala,Q1 2021,01/01/21,28/03/21,Others,TOTAL,95819,63530974.16,6.353097416,663.0310707
state,India,Kerala,Kerala,Q2 2021,01/04/21,28/06/21,Peer-to-peer payments,TOTAL,17026648,58152644526,5815.264453,3415.390071
state,India,Kerala,Kerala,Q2 2021,01/04/21,28/06/21,Merchant payments,TOTAL,16135060,11263178336,1126.317834,698.0561793
state,India,Kerala,Kerala,Q2 2021,01/04/21,28/06/21,Recharge & bill payments,TOTAL,13809151,4645548910,464.554891,336.4108995
state,India,Kerala,Kerala,Q2 2021,01/04/21,28/06/21,Financial Services,TOTAL,88830,88370679.95,8.837067995,994.8292238
state,India,Kerala,Kerala,Q2 2021,01/04/21,28/06/21,Others,TOTAL,131344,77063984.38,7.706398438,586.7339534
state,India,Kerala,Kerala,Q3 2021,01/07/21,28/09/21,Merchant payments,TOTAL,25402350,17877677018,1787.767702,703.7804383
state,India,Kerala,Kerala,Q3 2021,01/07/21,28/09/21,Peer-to-peer payments,TOTAL,23378091,78598482306,7859.848231,3362.057334
state,India,Kerala,Kerala,Q3 2021,01/07/21,28/09/21,Recharge & bill payments,TOTAL,13979407,5008396079,500.8396079,358.269566
state,India,Kerala,Kerala,Q3 2021,01/07/21,28/09/21,Financial Services,TOTAL,85730,101460242.3,10.14602423,1183.485854
state,India,Kerala,Kerala,Q3 2021,01/07/21,28/09/21,Others,TOTAL,182688,100146127.6,10.01461276,548.181203
state,India,Kerala,Kerala,Q4 2021,01/10/21,28/12/21,Merchant payments,TOTAL,38574904,24589454633,2458.945463,637.446943
state,India,Kerala,Kerala,Q4 2021,01/10/21,28/12/21,Peer-to-peer payments,TOTAL,29075528,92774490035,9277.449003,3190.810156
state,India,Kerala,Kerala,Q4 2021,01/10/21,28/12/21,Recharge & bill payments,TOTAL,13781815,5689390023,568.9390023,412.8186326
state,India,Kerala,Kerala,Q4 2021,01/10/21,28/12/21,Financial Services,TOTAL,108232,128238698.7,12.82386987,1184.850125
state,India,Kerala,Kerala,Q4 2021,01/10/21,28/12/21,Others,TOTAL,283262,160563553.8,16.05635538,566.8376056
state,India,Kerala,Kerala,Q1 2022,01/01/22,28/03/22,Merchant payments,TOTAL,47778743,28685388646,2868.538865,600.3797263
state,India,Kerala,Kerala,Q1 2022,01/01/22,28/03/22,Peer-to-peer payments,TOTAL,33089518,1.04623E+11,10462.32702,3161.82515
state,India,Kerala,Kerala,Q1 2022,01/01/22,28/03/22,Recharge & bill payments,TOTAL,14042317,6373570716,637.3570716,453.8831246
state,India,Kerala,Kerala,Q1 2022,01/01/22,28/03/22,Financial Services,TOTAL,134370,158926455.9,15.89264559,1182.752519
state,India,Kerala,Kerala,Q1 2022,01/01/22,28/03/22,Others,TOTAL,236017,147786423.1,14.77864231,626.1685517
state,India,Kerala,Kerala,Q2 2022,01/04/22,28/06/22,Merchant payments,TOTAL,55730158,34395023156,3439.502316,617.1707454
state,India,Kerala,Kerala,Q2 2022,01/04/22,28/06/22,Peer-to-peer payments,TOTAL,35630060,1.12814E+11,11281.37161,3166.251085
state,India,Kerala,Kerala,Q2 2022,01/04/22,28/06/22,Recharge & bill payments,TOTAL,14701207,7230489227,723.0489227,491.8296319
state,India,Kerala,Kerala,Q2 2022,01/04/22,28/06/22,Financial Services,TOTAL,110336,133436809.9,13.34368099,1209.367839
state,India,Kerala,Kerala,Q2 2022,01/04/22,28/06/22,Others,TOTAL,193561,123664236.9,12.36642369,638.8902562
state,India,Kerala,Kerala,Q3 2022,01/07/22,28/09/22,Merchant payments,TOTAL,64984061,37852759990,3785.275999,582.4929899
state,India,Kerala,Kerala,Q3 2022,01/07/22,28/09/22,Peer-to-peer payments,TOTAL,38774832,1.16414E+11,11641.40031,3002.308383
state,India,Kerala,Kerala,Q3 2022,01/07/22,28/09/22,Recharge & bill payments,TOTAL,15289755,7709237374,770.9237374,504.2093463
state,India,Kerala,Kerala,Q3 2022,01/07/22,28/09/22,Financial Services,TOTAL,146673,162861560.1,16.28615601,1110.37178
state,India,Kerala,Kerala,Q3 2022,01/07/22,28/09/22,Others,TOTAL,167583,121557246.1,12.15572461,725.3554724
state,India,Kerala,Kerala,Q4 2022,01/10/22,28/12/22,Merchant payments,TOTAL,74647115,40607857086,4060.785709,543.9976761
state,India,Kerala,Kerala,Q4 2022,01/10/22,28/12/22,Peer-to-peer payments,TOTAL,42471676,1.24565E+11,12456.47277,2932.889385
state,India,Kerala,Kerala,Q4 2022,01/10/22,28/12/22,Recharge & bill payments,TOTAL,15520670,8075692517,807.5692517,520.3185505
state,India,Kerala,Kerala,Q4 2022,01/10/22,28/12/22,Financial Services,TOTAL,164334,191307058.1,19.13070581,1164.135591
state,India,Kerala,Kerala,Q4 2022,01/10/22,28/12/22,Others,TOTAL,156673,120224235,12.0224235,767.3577134
state,India,Kerala,Kerala,Q1 2023,01/01/23,28/03/23,Merchant payments,TOTAL,84583249,44370168231,4437.016823,524.5739405
state,India,Kerala,Kerala,Q1 2023,01/01/23,28/03/23,Peer-to-peer payments,TOTAL,46080274,1.38478E+11,13847.79193,3005.145309
state,India,Kerala,Kerala,Q1 2023,01/01/23,28/03/23,Recharge & bill payments,TOTAL,16629085,10446589963,1044.658996,628.2119529
state,India,Kerala,Kerala,Q1 2023,01/01/23,28/03/23,Financial Services,TOTAL,160843,201389795,20.1389795,1252.089273
state,India,Kerala,Kerala,Q1 2023,01/01/23,28/03/23,Others,TOTAL,168114,141022419,14.1022419,838.8499411
state,India,Kerala,Kerala,Q2 2023,01/04/23,28/06/23,Merchant payments,TOTAL,90195971,49220348954,4922.034895,545.7045188
state,India,Kerala,Kerala,Q2 2023,01/04/23,28/06/23,Peer-to-peer payments,TOTAL,48068911,1.46558E+11,14655.81172,3048.916943
state,India,Kerala,Kerala,Q2 2023,01/04/23,28/06/23,Recharge & bill payments,TOTAL,17613119,11702913951,1170.291395,664.4430184
state,India,Kerala,Kerala,Q2 2023,01/04/23,28/06/23,Financial Services,TOTAL,162540,193012060,19.301206,1187.474222
state,India,Kerala,Kerala,Q2 2023,01/04/23,28/06/23,Others,TOTAL,130076,122278822,12.2278822,940.0567514
state,India,Kerala,Kerala,Q3 2023,01/07/23,28/09/23,Merchant payments,TOTAL,100971920,54395884988,5439.588499,538.7228943
state,India,Kerala,Kerala,Q3 2023,01/07/23,28/09/23,Peer-to-peer payments,TOTAL,51765006,1.53334E+11,15333.39847,2962.116621
state,India,Kerala,Kerala,Q3 2023,01/07/23,28/09/23,Recharge & bill payments,TOTAL,17617414,12247443070,1224.744307,695.1896044
state,India,Kerala,Kerala,Q3 2023,01/07/23,28/09/23,Financial Services,TOTAL,186185,243267285,24.3267285,1306.589065
state,India,Kerala,Kerala,Q3 2023,01/07/23,28/09/23,Others,TOTAL,118126,112033305,11.2033305,948.4220663
state,India,Kerala,Kerala,Q4 2023,01/10/23,28/12/23,Merchant payments,TOTAL,108137761,55180695119,5518.069512,510.2814651
state,India,Kerala,Kerala,Q4 2023,01/10/23,28/12/23,Peer-to-peer payments,TOTAL,54694399,1.56361E+11,15636.12176,2858.815902
state,India,Kerala,Kerala,Q4 2023,01/10/23,28/12/23,Recharge & bill payments,TOTAL,16678550,13074043821,1307.404382,783.8837202
state,India,Kerala,Kerala,Q4 2023,01/10/23,28/12/23,Financial Services,TOTAL,225961,270144459,27.0144459,1195.535774
state,India,Kerala,Kerala,Q4 2023,01/10/23,28/12/23,Others,TOTAL,106422,99220448,9.9220448,932.3302325
state,India,Kerala,Kerala,Q1 2024,01/01/24,28/03/24,Merchant payments,TOTAL,110514883,56336344201,5633.63442,509.7625105
state,India,Kerala,Kerala,Q1 2024,01/01/24,28/03/24,Peer-to-peer payments,TOTAL,54327957,1.56297E+11,15629.68631,2876.914056
state,India,Kerala,Kerala,Q1 2024,01/01/24,28/03/24,Recharge & bill payments,TOTAL,16331869,14085091643,1408.509164,862.429869
state,India,Kerala,Kerala,Q1 2024,01/01/24,28/03/24,Financial Services,TOTAL,200007,279404679,27.9404679,1396.974501
state,India,Kerala,Kerala,Q1 2024,01/01/24,28/03/24,Others,TOTAL,89250,80271071,8.0271071,899.3957535
state,India,Kerala,Kerala,Q2 2024,01/04/24,28/06/24,Merchant payments,TOTAL,121221009,63702446188,6370.244619,525.5066487
state,India,Kerala,Kerala,Q2 2024,01/04/24,28/06/24,Peer-to-peer payments,TOTAL,56642113,1.63601E+11,16360.10275,2888.328469
state,India,Kerala,Kerala,Q2 2024,01/04/24,28/06/24,Recharge & bill payments,TOTAL,16678867,14261447047,1426.144705,855.0609011
state,India,Kerala,Kerala,Q2 2024,01/04/24,28/06/24,Financial Services,TOTAL,243874,344607925,34.4607925,1413.057255
state,India,Kerala,Kerala,Q2 2024,01/04/24,28/06/24,Others,TOTAL,86604,94293887,9.4293887,1088.79367
state,India,Kerala,Kerala,Q3 2024,01/07/24,28/09/24,Merchant payments,TOTAL,133203180,69317965409,6931.796541,520.3927219
state,India,Kerala,Kerala,Q3 2024,01/07/24,28/09/24,Peer-to-peer payments,TOTAL,64012538,1.7459E+11,17458.95925,2727.428063
state,India,Kerala,Kerala,Q3 2024,01/07/24,28/09/24,Recharge & bill payments,TOTAL,17076750,13872380762,1387.238076,812.3548545
state,India,Kerala,Kerala,Q3 2024,01/07/24,28/09/24,Financial Services,TOTAL,307546,408385812,40.8385812,1327.885298
state,India,Kerala,Kerala,Q3 2024,01/07/24,28/09/24,Others,TOTAL,95444,113706812,11.3706812,1191.345836
state,India,Kerala,Kerala,Q4 2024,01/10/24,28/12/24,Merchant payments,TOTAL,145653590,72346901392,7234.690139,496.7052401
